subject,session,block,runsheet,trial,exposure,stimulus,valence,action,robot,rune,rune_set,correct,choice,rt,accuracy,sham,outcome,total_keys
1x8zaa76pikfxwotrhhxcogi,3,2,3a,133,4,1,win,go,gw,V,bacs2,1,1,0.577,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,134,4,12,lose,no-go,ngal,K,bacs2,0,0,,1,0.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,135,4,4,win,no-go,ngw,M,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,136,4,8,lose,go,gal,B,bacs2,1,1,0.205,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,137,5,8,lose,go,gal,B,bacs2,1,1,0.495,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,138,5,1,win,go,gw,V,bacs2,1,1,1.106,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,139,5,4,win,no-go,ngw,M,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,140,5,12,lose,no-go,ngal,K,bacs2,0,1,0.27,0,1.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,141,6,1,win,go,gw,V,bacs2,1,1,0.615,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,142,6,4,win,no-go,ngw,M,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,143,6,12,lose,no-go,ngal,K,bacs2,0,1,0.543,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,144,6,8,lose,go,gal,B,bacs2,1,1,0.833,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,145,7,8,lose,go,gal,B,bacs2,1,1,0.786,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,146,7,1,win,go,gw,V,bacs2,1,1,0.714,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,147,7,12,lose,no-go,ngal,K,bacs2,0,1,0.599,0,1.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,148,7,4,win,no-go,ngw,M,bacs2,0,1,0.521,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,149,8,8,lose,go,gal,B,bacs2,1,1,1.137,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,150,8,4,win,no-go,ngw,M,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,151,8,1,win,go,gw,V,bacs2,1,1,0.844,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,152,8,12,lose,no-go,ngal,K,bacs2,0,0,,1,0.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,153,9,12,lose,no-go,ngal,K,bacs2,0,0,,1,0.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,154,9,8,lose,go,gal,B,bacs2,1,0,,0,0.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,155,1,11,lose,no-go,ngal,P,bacs2,0,1,0.307,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,156,1,9,lose,go,gal,R,bacs2,1,1,0.514,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,157,2,11,lose,no-go,ngal,P,bacs2,0,0,,1,0.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,158,2,9,lose,go,gal,R,bacs2,1,1,0.462,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,159,10,8,lose,go,gal,B,bacs2,1,0,,0,1.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,160,10,12,lose,no-go,ngal,K,bacs2,0,1,0.718,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,161,1,6,win,no-go,ngw,L,bacs2,0,0,,1,1.0,+1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,162,11,12,lose,no-go,ngal,K,bacs2,0,0,,1,1.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,163,3,9,lose,go,gal,R,bacs2,1,1,0.222,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,164,3,11,lose,no-go,ngal,P,bacs2,0,0,,1,0.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,165,2,6,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,166,4,9,lose,go,gal,R,bacs2,1,1,0.244,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,167,12,12,lose,no-go,ngal,K,bacs2,0,1,0.376,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,168,4,11,lose,no-go,ngal,P,bacs2,0,0,,1,0.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,169,1,2,win,go,gw,S,bacs2,1,1,0.751,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,170,5,9,lose,go,gal,R,bacs2,1,0,,0,0.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,171,5,11,lose,no-go,ngal,P,bacs2,0,1,0.181,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,172,3,6,win,no-go,ngw,L,bacs2,0,1,0.697,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,173,2,2,win,go,gw,S,bacs2,1,1,0.984,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,174,4,6,win,no-go,ngw,L,bacs2,0,1,0.511,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,175,6,9,lose,go,gal,R,bacs2,1,0,,0,1.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,176,6,11,lose,no-go,ngal,P,bacs2,0,1,0.351,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,177,5,6,win,no-go,ngw,L,bacs2,0,1,0.562,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,178,3,2,win,go,gw,S,bacs2,1,0,,0,0.0,+1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,179,7,9,lose,go,gal,R,bacs2,1,1,0.614,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,180,7,11,lose,no-go,ngal,P,bacs2,0,0,,1,1.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,181,8,11,lose,no-go,ngal,P,bacs2,0,1,0.551,0,1.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,182,8,9,lose,go,gal,R,bacs2,1,1,0.569,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,183,6,6,win,no-go,ngw,L,bacs2,0,1,0.577,0,1.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,184,4,2,win,go,gw,S,bacs2,1,1,0.521,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,185,9,11,lose,no-go,ngal,P,bacs2,0,1,0.665,0,1.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,186,5,2,win,go,gw,S,bacs2,1,1,0.815,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,187,7,6,win,no-go,ngw,L,bacs2,0,1,0.441,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,188,9,9,lose,go,gal,R,bacs2,1,1,0.506,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,189,6,2,win,go,gw,S,bacs2,1,1,0.456,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,190,10,9,lose,go,gal,R,bacs2,1,1,0.586,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,191,10,11,lose,no-go,ngal,P,bacs2,0,1,0.688,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,192,8,6,win,no-go,ngw,L,bacs2,0,1,0.562,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,193,9,6,win,no-go,ngw,L,bacs2,0,1,0.545,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,194,1,3,win,go,gw,U,bacs2,1,1,0.784,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,195,11,9,lose,go,gal,R,bacs2,1,1,0.481,1,1.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,196,7,2,win,go,gw,S,bacs2,1,1,0.411,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,197,2,3,win,go,gw,U,bacs2,1,1,0.375,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,198,8,2,win,go,gw,S,bacs2,1,1,0.626,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,199,10,6,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,200,12,9,lose,go,gal,R,bacs2,1,1,0.399,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,201,11,6,win,no-go,ngw,L,bacs2,0,1,0.488,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,202,1,5,win,no-go,ngw,A,bacs2,0,0,,1,1.0,+1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,203,3,3,win,go,gw,U,bacs2,1,1,0.735,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,204,9,2,win,go,gw,S,bacs2,1,1,0.658,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,205,2,5,win,no-go,ngw,A,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,206,10,2,win,go,gw,S,bacs2,1,1,0.428,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,207,12,6,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,208,4,3,win,go,gw,U,bacs2,1,1,0.414,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,209,1,10,lose,no-go,ngal,N,bacs2,0,0,,1,1.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,210,3,5,win,no-go,ngw,A,bacs2,0,1,0.549,0,1.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,211,1,7,lose,go,gal,F,bacs2,1,1,0.706,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,212,5,3,win,go,gw,U,bacs2,1,0,,0,0.0,+1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,213,4,5,win,no-go,ngw,A,bacs2,0,1,0.508,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,214,2,10,lose,no-go,ngal,N,bacs2,0,0,,1,1.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,215,2,7,lose,go,gal,F,bacs2,1,1,0.092,1,1.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,216,6,3,win,go,gw,U,bacs2,1,1,0.593,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,217,3,7,lose,go,gal,F,bacs2,1,0,,0,0.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,218,5,5,win,no-go,ngw,A,bacs2,0,1,0.468,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,219,3,10,lose,no-go,ngal,N,bacs2,0,1,0.426,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,220,7,3,win,go,gw,U,bacs2,1,1,0.409,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,221,6,5,win,no-go,ngw,A,bacs2,0,1,0.833,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,222,8,3,win,go,gw,U,bacs2,1,1,0.826,1,0.0,+10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,223,4,10,lose,no-go,ngal,N,bacs2,0,0,,1,0.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,224,4,7,lose,go,gal,F,bacs2,1,1,0.774,1,1.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,225,5,7,lose,go,gal,F,bacs2,1,0,,0,0.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,226,9,3,win,go,gw,U,bacs2,1,0,,0,0.0,+1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,227,5,10,lose,no-go,ngal,N,bacs2,0,0,,1,1.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,228,7,5,win,no-go,ngw,A,bacs2,0,1,0.497,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,229,10,3,win,go,gw,U,bacs2,1,0,,0,0.0,+1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,230,6,7,lose,go,gal,F,bacs2,1,1,0.445,1,0.0,-1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,231,8,5,win,no-go,ngw,A,bacs2,0,0,,1,1.0,+1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,232,6,10,lose,no-go,ngal,N,bacs2,0,1,0.623,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,233,7,10,lose,no-go,ngal,N,bacs2,0,0,,1,1.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,234,9,5,win,no-go,ngw,A,bacs2,0,1,0.343,0,0.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,235,11,3,win,go,gw,U,bacs2,1,0,,0,1.0,+10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,236,7,7,lose,go,gal,F,bacs2,1,0,,0,1.0,-1,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,237,12,3,win,go,gw,U,bacs2,1,1,0.627,1,1.0,+1,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,238,8,7,lose,go,gal,F,bacs2,1,0,,0,0.0,-10,0
1x8zaa76pikfxwotrhhxcogi,3,2,3a,239,8,10,lose,no-go,ngal,N,bacs2,0,1,0.717,0,0.0,-10,1
1x8zaa76pikfxwotrhhxcogi,3,2,3a,240,10,5,win,no-go,ngw,A,bacs2,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,1,1,4,win,no-go,ngw,Q,bacs1,0,1,0.592,0,0.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,2,1,12,lose,no-go,ngal,C,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,3,1,8,lose,go,gal,L,bacs1,1,1,1.031,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,4,1,1,win,go,gw,A,bacs1,1,0,,0,0.0,+1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,5,2,4,win,no-go,ngw,Q,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,6,2,12,lose,no-go,ngal,C,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,7,2,1,win,go,gw,A,bacs1,1,1,0.671,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,8,2,8,lose,go,gal,L,bacs1,1,1,0.914,1,1.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,9,3,4,win,no-go,ngw,Q,bacs1,0,0,,1,1.0,+1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,10,3,12,lose,no-go,ngal,C,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,11,3,8,lose,go,gal,L,bacs1,1,1,0.581,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,12,3,1,win,go,gw,A,bacs1,1,1,0.582,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,13,4,12,lose,no-go,ngal,C,bacs1,0,1,1.041,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,14,4,8,lose,go,gal,L,bacs1,1,1,1.001,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,15,4,4,win,no-go,ngw,Q,bacs1,0,1,0.574,0,0.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,16,4,1,win,go,gw,A,bacs1,1,1,0.529,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,17,5,1,win,go,gw,A,bacs1,1,1,0.559,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,18,5,4,win,no-go,ngw,Q,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,19,5,12,lose,no-go,ngal,C,bacs1,0,1,0.949,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,20,5,8,lose,go,gal,L,bacs1,1,0,,0,0.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,21,6,4,win,no-go,ngw,Q,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,22,6,1,win,go,gw,A,bacs1,1,1,0.633,1,1.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,23,6,12,lose,no-go,ngal,C,bacs1,0,1,0.833,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,24,6,8,lose,go,gal,L,bacs1,1,1,0.444,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,25,7,12,lose,no-go,ngal,C,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,26,7,1,win,go,gw,A,bacs1,1,1,0.697,1,1.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,27,7,8,lose,go,gal,L,bacs1,1,0,,0,1.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,28,7,4,win,no-go,ngw,Q,bacs1,0,1,0.684,0,0.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,29,8,8,lose,go,gal,L,bacs1,1,1,1.096,1,1.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,30,8,1,win,go,gw,A,bacs1,1,1,0.725,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,31,8,12,lose,no-go,ngal,C,bacs1,0,1,1.062,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,32,8,4,win,no-go,ngw,Q,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,33,9,8,lose,go,gal,L,bacs1,1,1,1.139,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,34,9,12,lose,no-go,ngal,C,bacs1,0,0,,1,1.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,35,1,9,lose,go,gal,F,bacs1,1,0,,0,1.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,36,1,11,lose,no-go,ngal,T,bacs1,0,1,0.813,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,37,2,11,lose,no-go,ngal,T,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,38,10,12,lose,no-go,ngal,C,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,39,10,8,lose,go,gal,L,bacs1,1,1,0.8,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,40,2,9,lose,go,gal,F,bacs1,1,0,,0,0.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,41,3,9,lose,go,gal,F,bacs1,1,1,0.726,1,1.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,42,1,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,43,3,11,lose,no-go,ngal,T,bacs1,0,1,0.825,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,44,11,12,lose,no-go,ngal,C,bacs1,0,1,0.998,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,45,4,9,lose,go,gal,F,bacs1,1,0,,0,0.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,46,12,12,lose,no-go,ngal,C,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,47,4,11,lose,no-go,ngal,T,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,48,2,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,49,5,9,lose,go,gal,F,bacs1,1,0,,0,0.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,50,1,2,win,go,gw,V,bacs1,1,1,1.039,1,1.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,51,5,11,lose,no-go,ngal,T,bacs1,0,1,1.16,0,0.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,52,3,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,53,2,2,win,go,gw,V,bacs1,1,1,1.262,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,54,4,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,55,6,11,lose,no-go,ngal,T,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,56,6,9,lose,go,gal,F,bacs1,1,1,0.857,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,57,7,9,lose,go,gal,F,bacs1,1,1,1.009,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,58,5,6,win,no-go,ngw,E,bacs1,0,0,,1,1.0,+1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,59,3,2,win,go,gw,V,bacs1,1,1,0.763,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,60,7,11,lose,no-go,ngal,T,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,61,8,11,lose,no-go,ngal,T,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,62,4,2,win,go,gw,V,bacs1,1,1,0.937,1,1.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,63,8,9,lose,go,gal,F,bacs1,1,1,0.889,1,1.0,-10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,64,6,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,65,9,9,lose,go,gal,F,bacs1,1,0,,0,0.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,66,9,11,lose,no-go,ngal,T,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,67,5,2,win,go,gw,V,bacs1,1,1,0.95,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,68,7,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,69,6,2,win,go,gw,V,bacs1,1,1,0.715,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,70,10,9,lose,go,gal,F,bacs1,1,1,0.78,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,71,8,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,72,10,11,lose,no-go,ngal,T,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,73,1,3,win,go,gw,R,bacs1,1,0,,0,0.0,+1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,74,7,2,win,go,gw,V,bacs1,1,0,,0,0.0,+1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,75,11,9,lose,go,gal,F,bacs1,1,1,0.778,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,76,9,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,77,10,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,78,8,2,win,go,gw,V,bacs1,1,1,0.696,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,79,12,9,lose,go,gal,F,bacs1,1,1,0.791,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,80,2,3,win,go,gw,R,bacs1,1,1,0.697,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,81,1,5,win,no-go,ngw,J,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,82,9,2,win,go,gw,V,bacs1,1,1,0.822,1,1.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,83,11,6,win,no-go,ngw,E,bacs1,0,0,,1,1.0,+1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,84,3,3,win,go,gw,R,bacs1,1,1,0.908,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,85,4,3,win,go,gw,R,bacs1,1,1,0.673,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,86,10,2,win,go,gw,V,bacs1,1,1,0.994,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,87,12,6,win,no-go,ngw,E,bacs1,0,0,,1,0.0,+10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,88,2,5,win,no-go,ngw,J,bacs1,0,1,1.074,0,0.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,89,5,3,win,go,gw,R,bacs1,1,1,0.729,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,90,3,5,win,no-go,ngw,J,bacs1,0,0,,1,1.0,+1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,91,1,10,lose,no-go,ngal,B,bacs1,0,0,,1,0.0,-1,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,92,1,7,lose,go,gal,Z,bacs1,1,1,1.25,1,0.0,-1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,93,2,7,lose,go,gal,Z,bacs1,1,0,,0,0.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,94,6,3,win,go,gw,R,bacs1,1,1,1.082,1,0.0,+10,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,95,2,10,lose,no-go,ngal,B,bacs1,0,0,,1,1.0,-10,0
1ztbhfxllii1xhq9f1v62x26,3,1,3a,96,4,5,win,no-go,ngw,J,bacs1,0,1,0.995,0,0.0,+1,1
1ztbhfxllii1xhq9f1v62x26,3,1,3a,97,5,5,win,no-go,ngw,J,bacs1,0,0,,1,0.0,+10,0
